0,0
0.101645,0.0001
0.103318,0.0001
0.105018,0.0001
0.106746,0.0004
0.108503,0.0004
0.110288,0.0001
0.112103,0.0002
0.113948,0.0004
0.115823,0.0004
0.117728,0.0004
0.119666,0.0004
0.121635,0.0006
0.123636,0.0004
0.125671,0.0005
0.127739,0.0005
0.129841,0.0004
0.131977,0.0004
0.134149,0.0007
0.136356,0.0004
0.1386,0.0003
0.140881,0.0003
0.143199,0.0002
0.145555,0.0004
0.14795,0.0006
0.150385,0.0005
0.152859,0.0006
0.155375,0.0003
0.157931,0.0001
0.16053,0.0004
0.163171,0.0002
0.165856,0.0001
0.168586,0.0003
0.17136,0.0006
0.174179,0.0007
0.177046,0.0003
0.179959,0.0005
0.18292,0.0009
0.18593,0.0012
0.188989,0.0012
0.192099,0.0007
0.19526,0.0014
0.198473,0.0012
0.201739,0.0011
0.205059,0.0012
0.208433,0.0017
0.211863,0.0013
0.215349,0.0012
0.218892,0.0013
0.222494,0.0013
0.226155,0.0016
0.229877,0.0014
0.233659,0.0015
0.237504,0.0015
0.241412,0.0024
0.245385,0.0019
0.249423,0.0016
0.253527,0.0017
0.257699,0.0012
0.261939,0.0018
0.266249,0.0023
0.27063,0.0021
0.275084,0.002
0.27961,0.0021
0.284211,0.002
0.288888,0.0015
0.293641,0.0019
0.298473,0.0032
0.303385,0.0023
0.308377,0.0022
0.313451,0.0026
0.318609,0.0023
0.323852,0.0023
0.329181,0.0032
0.334597,0.0031
0.340103,0.0037
0.345699,0.0033
0.351388,0.0039
0.35717,0.0045
0.363047,0.0042
0.369021,0.0041
0.375093,0.0046
0.381265,0.005
0.387539,0.0053
0.393916,0.0041
0.400398,0.006
0.406987,0.0038
0.413683,0.0046
0.420491,0.0051
0.42741,0.0066
0.434443,0.0055
0.441592,0.0068
0.448858,0.0059
0.456244,0.0055
0.463751,0.0065
0.471382,0.0064
0.479139,0.007
0.487023,0.0055
0.495037,0.0064
0.503183,0.0073
0.511463,0.008
0.519879,0.0081
0.528433,0.0074
0.537129,0.0073
0.545967,0.0075
0.554951,0.0077
0.564083,0.0099
0.573365,0.0101
0.582799,0.0088
0.592389,0.0103
0.602137,0.0097
0.612045,0.0108
0.622116,0.0128
0.632353,0.0135
0.642759,0.0133
0.653335,0.0137
0.664086,0.0156
0.675013,0.015
0.686121,0.0162
0.697411,0.0143
0.708887,0.0165
0.720551,0.0165
0.732408,0.0173
0.74446,0.0198
0.75671,0.0196
0.769161,0.0227
0.781818,0.02
0.794683,0.0195
0.807759,0.0191
0.821051,0.0216
0.834561,0.0198
0.848294,0.0214
0.862253,0.0252
0.876441,0.025
0.890863,0.0284
0.905522,0.0291
0.920422,0.0285
0.935568,0.0327
0.950962,0.0297
0.96661,0.033
0.982516,0.0331
0.998683,0.0356
1.01512,0.0378
1.03182,0.0394
1.0488,0.0413
1.06606,0.0434
1.0836,0.0429
1.10143,0.0444
1.11955,0.044
1.13798,0.0437
1.1567,0.0492
1.17573,0.049
1.19508,0.0544
1.21475,0.0569
1.23473,0.0579
1.25505,0.0597
1.2757,0.0631
1.2967,0.0634
1.31803,0.0707
1.33972,0.0651
1.36177,0.0683
1.38417,0.0759
1.40695,0.0797
1.4301,0.0802
1.45363,0.0831
1.47755,0.0823
1.50187,0.0828
1.52658,0.091
1.5517,0.0894
1.57723,0.0927
1.60319,0.0949
1.62957,0.1019
1.65638,0.1023
1.68364,0.1112
1.71134,0.1115
1.7395,0.1148
1.76812,0.1194
1.79722,0.1267
1.82679,0.1325
1.85685,0.137
1.88741,0.1345
1.91846,0.1454
1.95003,0.144
1.98212,0.1606
2.01473,0.163
2.04789,0.1604
2.08158,0.1766
2.11584,0.1776
2.15065,0.1874
2.18604,0.19
2.22201,0.1954
2.25858,0.2015
2.29574,0.2197
2.33352,0.2189
2.37192,0.2264
2.41094,0.23
2.45062,0.2378
2.49094,0.2411
2.53193,0.2509
2.57359,0.2652
2.61594,0.2636
2.65899,0.2723
2.70274,0.2852
2.74721,0.295
2.79242,0.2993
2.83837,0.316
2.88507,0.3175
2.93255,0.3234
2.9808,0.3431
3.02985,0.3524
3.07971,0.3539
3.13038,0.3638
3.18189,0.3748
3.23425,0.3815
3.28747,0.3918
3.34157,0.4028
3.39655,0.4248
3.45244,0.4363
3.50925,0.4416
3.567,0.4529
3.62569,0.4535
3.68535,0.4698
3.74599,0.4891
3.80763,0.4969
3.87029,0.5121
3.93397,0.527
3.99871,0.5303
4.06451,0.5386
4.13139,0.5658
4.19937,0.5793
4.26847,0.5821
4.33871,0.5945
4.4101,0.5998
4.48267,0.6194
4.55643,0.6252
4.63141,0.6349
4.70762,0.6513
4.78508,0.6554
4.86382,0.6746
4.94385,0.6849
5.0252,0.6969
5.10789,0.7106
5.19194,0.7139
5.27738,0.7299
5.36421,0.7399
5.45248,0.7411
5.5422,0.7599
5.6334,0.7718
5.7261,0.7806
5.82032,0.785
5.91609,0.7911
6.01344,0.8062
6.11239,0.8161
6.21297,0.825
6.31521,0.8315
6.41912,0.8448
6.52475,0.8513
6.63211,0.8533
6.74125,0.8666
6.85217,0.8716
6.96492,0.883
7.07953,0.8874
7.19603,0.8927
7.31444,0.9017
7.43479,0.9053
7.55713,0.9116
7.68149,0.9146
7.80788,0.9226
7.93636,0.9299
8.06696,0.9293
8.1997,0.9366
8.33462,0.9385
8.47177,0.949
8.61117,0.9497
8.75287,0.9517
8.8969,0.9561
9.04329,0.9587
9.1921,0.9653
9.34336,0.9703
9.4971,0.9679
9.65338,0.973
9.81222,0.9762
9.97368,0.9778
10.1378,0.9802
10.3046,0.9813
10.4742,0.9847
10.6465,0.9854
10.8217,0.9871
10.9998,0.9872
11.1808,0.9872
11.3648,0.9898
11.5518,0.9902
11.7419,0.9925
11.9351,0.9932
12.1315,0.9939
12.3311,0.9953
12.534,0.9959
12.7402,0.9964
12.9499,0.9968
13.163,0.9964
13.3796,0.9974
13.5997,0.9974
13.8235,0.9977
14.051,0.9987
14.2822,0.9982
14.5172,0.9983
14.7561,0.9988
14.9989,0.9991
15.2457,0.9986
15.4966,0.9991
15.7516,0.9995
16.0107,0.9998
16.2742,0.9999
16.542,0.9998
16.8142,0.9996
17.0909,0.9996
17.3721,0.9997
17.658,0.9998
17.9485,1
18.2439,1
18.5441,1
18.8492,1
19.1594,1
19.4746,1
19.7951,1
20.1208,1
20.4519,1
20.7884,1
21.1305,1
21.4782,1
21.8316,1
22.1909,0.9999
22.556,0.9999
22.9272,1
23.3044,1
23.6879,1
24.0777,1
24.4739,1
24.8766,1
25.286,1
25.702,1
26.125,1
26.5549,1
26.9918,1
27.436,1
27.8874,1
28.3463,1
28.8127,1
29.2869,1
29.7688,1
30.2586,1
30.7565,1
31.2626,1
31.777,1
32.2999,1
32.8314,1
33.3717,1
33.9208,1
34.479,1
35.0463,1
35.623,1
36.2092,1
36.805,1
37.4106,1
38.0262,1
38.6519,1
39.2879,1
39.9344,1
40.5915,1
41.2595,1
41.9384,1
42.6285,1
43.3299,1
44.0429,1
44.7677,1
45.5043,1
46.2531,1
47.0142,1
47.7878,1
48.5741,1
49.3734,1
50.1859,1
51.0117,1
