0,0,
0.101614,0.0003,
0.103254,0.0002,
0.104921,0.0001,
0.106615,0.0004,
0.108336,0.0001,
0.110084,0.0001,
0.111861,0,
0.113667,0.0002,
0.115502,0.0007,
0.117366,0.0003,
0.119261,0.0002,
0.121186,0,
0.123142,0.0005,
0.125129,0.0004,
0.127149,0.0004,
0.129202,0.0007,
0.131287,0.0005,
0.133406,0.0005,
0.13556,0.0004,
0.137748,0.0003,
0.139971,0.0003,
0.142231,0.0003,
0.144527,0.0005,
0.146859,0.0006,
0.14923,0.0003,
0.151639,0.0002,
0.154086,0.0003,
0.156574,0.0004,
0.159101,0.0003,
0.161669,0.0004,
0.164279,0.0006,
0.166931,0.0001,
0.169625,0.0005,
0.172363,0.0008,
0.175145,0.0005,
0.177972,0.0008,
0.180845,0.0005,
0.183764,0.0003,
0.186731,0.0013,
0.189745,0.0008,
0.192807,0.0014,
0.19592,0.0009,
0.199082,0.0013,
0.202296,0.0014,
0.205561,0.0013,
0.208879,0.001,
0.212251,0.0017,
0.215677,0.0016,
0.219158,0.0014,
0.222696,0.0013,
0.226291,0.0013,
0.229943,0.0015,
0.233655,0.002,
0.237426,0.0023,
0.241259,0.0012,
0.245153,0.0015,
0.24911,0.0013,
0.253131,0.0024,
0.257217,0.0016,
0.261369,0.001,
0.265588,0.0016,
0.269875,0.0012,
0.274231,0.0016,
0.278658,0.002,
0.283156,0.0019,
0.287727,0.0021,
0.292371,0.0021,
0.29709,0.0026,
0.301886,0.0019,
0.306759,0.0025,
0.31171,0.0022,
0.316742,0.0021,
0.321855,0.0034,
0.32705,0.0026,
0.332329,0.0038,
0.337693,0.0028,
0.343144,0.0032,
0.348683,0.0033,
0.354311,0.003,
0.360031,0.0037,
0.365842,0.0034,
0.371747,0.0045,
0.377748,0.0044,
0.383845,0.0044,
0.390041,0.0037,
0.396337,0.004,
0.402735,0.0051,
0.409235,0.0046,
0.415841,0.0045,
0.422554,0.0057,
0.429374,0.0052,
0.436305,0.0065,
0.443348,0.0059,
0.450504,0.0068,
0.457776,0.0064,
0.465165,0.0075,
0.472674,0.0069,
0.480303,0.0066,
0.488056,0.0077,
0.495934,0.0076,
0.50394,0.0082,
0.512074,0.0083,
0.52034,0.0074,
0.528739,0.0092,
0.537273,0.008,
0.545946,0.0095,
0.554758,0.0097,
0.563713,0.0082,
0.572812,0.0088,
0.582058,0.0116,
0.591454,0.01,
0.601001,0.0098,
0.610702,0.0123,
0.62056,0.0112,
0.630577,0.0111,
0.640755,0.0139,
0.651098,0.0128,
0.661608,0.0141,
0.672287,0.0146,
0.683139,0.0159,
0.694166,0.0159,
0.705371,0.0174,
0.716757,0.0151,
0.728326,0.0157,
0.740083,0.0189,
0.752029,0.0213,
0.764168,0.0196,
0.776503,0.0198,
0.789037,0.0228,
0.801773,0.023,
0.814715,0.0225,
0.827866,0.0225,
0.841229,0.0246,
0.854808,0.027,
0.868606,0.0252,
0.882626,0.0264,
0.896873,0.0242,
0.91135,0.0301,
0.926061,0.0313,
0.941009,0.028,
0.956199,0.0305,
0.971633,0.034,
0.987317,0.0326,
1.00325,0.034,
1.01945,0.0362,
1.0359,0.0394,
1.05262,0.0336,
1.06962,0.04,
1.08688,0.0434,
1.10443,0.0431,
1.12225,0.0439,
1.14037,0.0485,
1.15877,0.0499,
1.17748,0.0477,
1.19649,0.0552,
1.2158,0.0584,
1.23542,0.0568,
1.25537,0.0594,
1.27563,0.0597,
1.29622,0.0622,
1.31714,0.0632,
1.3384,0.064,
1.36001,0.0727,
1.38196,0.0757,
1.40427,0.0745,
1.42693,0.0804,
1.44997,0.0755,
1.47337,0.0826,
1.49716,0.0863,
1.52132,0.0884,
1.54588,0.0921,
1.57083,0.0964,
1.59619,0.0992,
1.62195,0.1004,
1.64813,0.102,
1.67474,0.1015,
1.70177,0.1112,
1.72924,0.1153,
1.75715,0.1151,
1.78552,0.1141,
1.81434,0.1266,
1.84362,0.1346,
1.87338,0.1326,
1.90362,0.1391,
1.93435,0.145,
1.96557,0.1476,
1.9973,0.1567,
2.02954,0.1635,
2.0623,0.1761,
2.09559,0.1813,
2.12941,0.1782,
2.16379,0.1841,
2.19871,0.1971,
2.2342,0.1989,
2.27027,0.2037,
2.30691,0.2136,
2.34415,0.2196,
2.38199,0.2284,
2.42044,0.2316,
2.45951,0.2403,
2.49921,0.2398,
2.53955,0.2508,
2.58054,0.2611,
2.6222,0.2648,
2.66452,0.2743,
2.70753,0.2792,
2.75124,0.2912,
2.79565,0.3042,
2.84077,0.3126,
2.88663,0.3239,
2.93322,0.3243,
2.98057,0.334,
3.02868,0.3479,
3.07757,0.3588,
3.12725,0.3627,
3.17772,0.3716,
3.22902,0.3787,
3.28114,0.3935,
3.3341,0.4064,
3.38792,0.4147,
3.44261,0.4412,
3.49818,0.4387,
3.55464,0.4593,
3.61202,0.4651,
3.67032,0.4736,
3.72957,0.4835,
3.78977,0.4946,
3.85094,0.5036,
3.9131,0.5225,
3.97627,0.5337,
4.04045,0.5317,
4.10567,0.548,
4.17194,0.5657,
4.23929,0.5655,
4.30771,0.5823,
4.37725,0.5943,
4.4479,0.6184,
4.5197,0.6214,
4.59266,0.619,
4.66679,0.6486,
4.74212,0.661,
4.81866,0.6721,
4.89644,0.6835,
4.97548,0.6916,
5.05579,0.7053,
5.1374,0.706,
5.22033,0.719,
5.30459,0.726,
5.39022,0.7393,
5.47722,0.7464,
5.56564,0.7565,
5.65547,0.7713,
5.74676,0.7748,
5.83952,0.7876,
5.93378,0.7986,
6.02956,0.8081,
6.12689,0.8171,
6.22579,0.8191,
6.32628,0.8348,
6.4284,0.8397,
6.53217,0.8441,
6.6376,0.8569,
6.74475,0.8657,
6.85362,0.8677,
6.96425,0.8773,
7.07666,0.8878,
7.19089,0.888,
7.30696,0.894,
7.42491,0.906,
7.54476,0.9088,
